ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	LEXSTATIDS	ALIGNMENT
804	81_smoke	smoke	Tongzha	Tongzha Hlai	za4	za4	z a *4/⁴	hlai1239	778	18.88	109.67		3 7 8	AXT	SA6	7	7.S.C 7.A.V 7.6.T	1.6 3.0 1.0	za*4/⁴	0	853	853	z a - *4/⁴
805	81_smoke	smoke	Qiandui	Quiandui Hlai	za4	za4	z a *4/⁴	hlai1239	778	18.91	110.04		3 7 8	AXT	SA6	6	6.S.C 6.A.V 6.6.T	1.6 3.0 1.0	za*4/⁴	0	853	853	z a - *4/⁴
806	81_smoke	smoke	Baocheng	Baocheng Hlai	za1	za1	z a *1/¹	hlai1239	778	18.64	109.70		3 7 8	AXT	SA6	2	2.S.C 2.A.V 2.6.T	1.6 3.0 1.0	za*1/¹	0	853	853	z a - *1/¹
807	81_smoke	smoke	Gelong	Gelong	ŋuan1 fo1	ŋuan1_fo1	ŋ u/w a n *1/¹ + f o *1/¹		778	19.10	108.65		4 6 7 4 8 9 3 7 8	ACXLT_AXT	NWAN6_BU6	4	4.N.C 4.W.C 4.A.V 4.N.c 4.6.T 4._._ 4.B.C 4.U.V 4.6.T	1.6 1.2 3.0 1.1 1.0 0.0 1.6 3.0 1.0	ŋu/wan*1/¹+fo*1/¹	0	854 855	854 855	ŋ u/w a n *1/¹ + f o *1/¹
668	69_stand	stand	Xifang	Xifang Hlai	tsuŋ1	tsuŋ1	ts u ŋ *1/¹	hlai1239	1442	19.30	109.24		2 7 4 8	AXLT	CYN6	8	8.C.C 8.Y.V 8.N.c 8.6.T	1.6 3.0 1.1 1.0	tsuŋ*1/¹	0	864	864	ts u ŋ *1/¹
669	69_stand	stand	Baisha	Baisha Hlai	tsuŋ1	tsuŋ1	ts u ŋ *1/¹	hlai1239	1442	18.65	108.72		2 7 4 8	AXLT	CYN6	1	1.C.C 1.Y.V 1.N.c 1.6.T	1.6 3.0 1.1 1.0	tsuŋ*1/¹	0	864	864	ts u ŋ *1/¹
670	69_stand	stand	Yuanmen	Yuanmen Hlai	tun1	tun1	t u n *1/¹	hlai1239	1442	19.11	109.54		1 7 4 8	AXLT	TYN6	9	9.T.C 9.Y.V 9.N.c 9.6.T	1.6 3.0 1.1 1.0	tun*1/¹	0	864	864	t u n *1/¹
671	69_stand	stand	Heitu	Heitu Hlai	tsu:n1	tsu:n1	ts uː n *1/¹	hlai1239	1442	19.51	108.94		2 7 4 8	AXLT	CYN6	5	5.C.C 5.Y.V 5.N.c 5.6.T	1.6 3.0 1.1 1.0	tsuːn*1/¹	0	864	864	ts uː n *1/¹
672	69_stand	stand	Baoding	Baoding Hlai	tsu:n1	tsu:n1	ts uː n *1/¹	hlai1239	1442	18.77	110.45		2 7 4 8	AXLT	CYN6	3	3.C.C 3.Y.V 3.N.c 3.6.T	1.6 3.0 1.1 1.0	tsuːn*1/¹	0	864	864	ts uː n *1/¹
673	69_stand	stand	Zhongsha	Zhongsha Hlai	tsu:n1	tsu:n1	ts uː n *1/¹	hlai1239	1442	15.83	114.33		2 7 4 8	AXLT	CYN6	10	10.C.C 10.Y.V 10.N.c 10.6.T	1.6 3.0 1.1 1.0	tsuːn*1/¹	0	864	864	ts uː n *1/¹
674	69_stand	stand	Tongzha	Tongzha Hlai	tsu:n1	tsu:n1	ts uː n *1/¹	hlai1239	1442	18.88	109.67		2 7 4 8	AXLT	CYN6	7	7.C.C 7.Y.V 7.N.c 7.6.T	1.6 3.0 1.1 1.0	tsuːn*1/¹	0	864	864	ts uː n *1/¹
675	69_stand	stand	Qiandui	Quiandui Hlai	tsu:n1	tsu:n1	ts uː n *1/¹	hlai1239	1442	18.91	110.04		2 7 4 8	AXLT	CYN6	6	6.C.C 6.Y.V 6.N.c 6.6.T	1.6 3.0 1.1 1.0	tsuːn*1/¹	0	864	864	ts uː n *1/¹
676	69_stand	stand	Baocheng	Baocheng Hlai	tsu:n1	tsu:n1	ts uː n *1/¹	hlai1239	1442	18.64	109.70		2 7 4 8	AXLT	CYN6	2	2.C.C 2.Y.V 2.N.c 2.6.T	1.6 3.0 1.1 1.0	tsuːn*1/¹	0	864	864	ts uː n *1/¹
677	69_stand	stand	Gelong	Gelong	hɔi5	hɔi5	h ɔi *5/⁵		1442	19.10	108.65		3 7 8	AXT	HU6	4	4.H.C 4.U.V 4.6.T	1.6 3.0 1.0	hɔi*5/⁵	0	865	865	h ɔi *5/⁵
725	74_star	star	Xifang	Xifang Hlai	ra:u1	ra:u1	r aːu *1/¹	hlai1239	1430	19.30	109.24		5 7 8	AXT	RA6	8	8.R.C 8.A.V 8.6.T	1.6 3.0 1.0	raːu*1/¹	0	875	875	r aːu *1/¹
726	74_star	star	Baisha	Baisha Hlai	ra:u1	ra:u1	r aːu *1/¹	hlai1239	1430	18.65	108.72		5 7 8	AXT	RA6	1	1.R.C 1.A.V 1.6.T	1.6 3.0 1.0	raːu*1/¹	0	875	875	r aːu *1/¹
727	74_star	star	Yuanmen	Yuanmen Hlai	ra:u4	ra:u4	r aːu *4/⁴	hlai1239	1430	19.11	109.54		5 7 8	AXT	RA6	9	9.R.C 9.A.V 9.6.T	1.6 3.0 1.0	raːu*4/⁴	0	875	875	r aːu *4/⁴
728	74_star	star	Heitu	Heitu Hlai	ra:u1	ra:u1	r aːu *1/¹	hlai1239	1430	19.51	108.94		5 7 8	AXT	RA6	5	5.R.C 5.A.V 5.6.T	1.6 3.0 1.0	raːu*1/¹	0	875	875	r aːu *1/¹
729	74_star	star	Baoding	Baoding Hlai	ra:u1	ra:u1	r aːu *1/¹	hlai1239	1430	18.77	110.45		5 7 8	AXT	RA6	3	3.R.C 3.A.V 3.6.T	1.6 3.0 1.0	raːu*1/¹	0	875	875	r aːu *1/¹
730	74_star	star	Zhongsha	Zhongsha Hlai	ra:u1	ra:u1	r aːu *1/¹	hlai1239	1430	15.83	114.33		5 7 8	AXT	RA6	10	10.R.C 10.A.V 10.6.T	1.6 3.0 1.0	raːu*1/¹	0	875	875	r aːu *1/¹
731	74_star	star	Tongzha	Tongzha Hlai	ra:u4	ra:u4	r aːu *4/⁴	hlai1239	1430	18.88	109.67		5 7 8	AXT	RA6	7	7.R.C 7.A.V 7.6.T	1.6 3.0 1.0	raːu*4/⁴	0	875	875	r aːu *4/⁴
732	74_star	star	Qiandui	Quiandui Hlai	la:u4	la:u4	l aːu *4/⁴	hlai1239	1430	18.91	110.04		5 7 8	AXT	LA6	6	6.L.C 6.A.V 6.6.T	1.6 3.0 1.0	laːu*4/⁴	0	875	876	l aːu *4/⁴
733	74_star	star	Baocheng	Baocheng Hlai	la:u4	la:u4	l aːu *4/⁴	hlai1239	1430	18.64	109.70		5 7 8	AXT	LA6	2	2.L.C 2.A.V 2.6.T	1.6 3.0 1.0	laːu*4/⁴	0	875	876	l aːu *4/⁴
734	74_star	star	Gelong	Gelong	laːu4	laːu4	l aːu *4/⁴		1430	19.10	108.65		5 7 8	AXT	LA6	4	4.L.C 4.A.V 4.6.T	1.6 3.0 1.0	laːu*4/⁴	0	875	876	l aːu *4/⁴
755	77_stone	stone	Xifang	Xifang Hlai	tshiŋ1	tshiŋ1	tsʰ i ŋ *1/¹	hlai1239	857	19.30	109.24		2 7 4 8	AXLT	CIN6	8	8.C.C 8.I.V 8.N.c 8.6.T	1.6 3.0 1.1 1.0	tsʰiŋ*1/¹	0	886	886	tsʰ i ŋ *1/¹
756	77_stone	stone	Baisha	Baisha Hlai	tshiŋ4	tshiŋ4	tsʰ i ŋ *4/⁴	hlai1239	857	18.65	108.72		2 7 4 8	AXLT	CIN6	1	1.C.C 1.I.V 1.N.c 1.6.T	1.6 3.0 1.1 1.0	tsʰiŋ*4/⁴	0	886	886	tsʰ i ŋ *4/⁴
757	77_stone	stone	Yuanmen	Yuanmen Hlai	tshin1	tshin1	tsʰ i n *1/¹	hlai1239	857	19.11	109.54		2 7 4 8	AXLT	CIN6	9	9.C.C 9.I.V 9.N.c 9.6.T	1.6 3.0 1.1 1.0	tsʰin*1/¹	0	886	886	tsʰ i n *1/¹
758	77_stone	stone	Heitu	Heitu Hlai	tshin1	tshin1	tsʰ i n *1/¹	hlai1239	857	19.51	108.94		2 7 4 8	AXLT	CIN6	5	5.C.C 5.I.V 5.N.c 5.6.T	1.6 3.0 1.1 1.0	tsʰin*1/¹	0	886	886	tsʰ i n *1/¹
759	77_stone	stone	Baoding	Baoding Hlai	tshin1	tshin1	tsʰ i n *1/¹	hlai1239	857	18.77	110.45		2 7 4 8	AXLT	CIN6	3	3.C.C 3.I.V 3.N.c 3.6.T	1.6 3.0 1.1 1.0	tsʰin*1/¹	0	886	886	tsʰ i n *1/¹
760	77_stone	stone	Zhongsha	Zhongsha Hlai	tshin1	tshin1	tsʰ i n *1/¹	hlai1239	857	15.83	114.33		2 7 4 8	AXLT	CIN6	10	10.C.C 10.I.V 10.N.c 10.6.T	1.6 3.0 1.1 1.0	tsʰin*1/¹	0	886	886	tsʰ i n *1/¹
761	77_stone	stone	Tongzha	Tongzha Hlai	tshi:n1	tshi:n1	tsʰ iː n *1/¹	hlai1239	857	18.88	109.67		2 7 4 8	AXLT	CIN6	7	7.C.C 7.I.V 7.N.c 7.6.T	1.6 3.0 1.1 1.0	tsʰiːn*1/¹	0	886	886	tsʰ iː n *1/¹
762	77_stone	stone	Qiandui	Quiandui Hlai	tshi:n1	tshi:n1	tsʰ iː n *1/¹	hlai1239	857	18.91	110.04		2 7 4 8	AXLT	CIN6	6	6.C.C 6.I.V 6.N.c 6.6.T	1.6 3.0 1.1 1.0	tsʰiːn*1/¹	0	886	886	tsʰ iː n *1/¹
763	77_stone	stone	Baocheng	Baocheng Hlai	tshi:n1	tshi:n1	tsʰ iː n *1/¹	hlai1239	857	18.64	109.70		2 7 4 8	AXLT	CIN6	2	2.C.C 2.I.V 2.N.c 2.6.T	1.6 3.0 1.1 1.0	tsʰiːn*1/¹	0	886	886	tsʰ iː n *1/¹
764	77_stone	stone	Gelong	Gelong	sin1	sin1	s i n *1/¹		857	19.10	108.65		3 7 4 8	AXLT	SIN6	4	4.S.C 4.I.V 4.N.c 4.6.T	1.6 3.0 1.1 1.0	sin*1/¹	0	886	886	s i n *1/¹
698	72_sun	sun	Xifang	Xifang Hlai	tsha3 // vaŋ1	tsha3	tsʰ a *3/³	hlai1239	1343	19.30	109.24		2 7 8	AXT	CA6	8	8.C.C 8.A.V 8.6.T	1.6 3.0 1.0	tsʰa*3/³	0	897	897	tsʰ a *3/³
699	72_sun	sun	Xifang	Xifang Hlai	tsha3 // vaŋ1	vaŋ1	v a ŋ *1/¹	hlai1239	1343	19.30	109.24		3 7 4 8	AXLT	BAN6	8	8.B.C 8.A.V 8.N.c 8.6.T	1.6 3.0 1.1 1.0	vaŋ*1/¹	0	898	898	- v a ŋ *1/¹
700	72_sun	sun	Baisha	Baisha Hlai	tsha1 // vaŋ1	tsha1	tsʰ a *1/¹	hlai1239	1343	18.65	108.72		2 7 8	AXT	CA6	1	1.C.C 1.A.V 1.6.T	1.6 3.0 1.0	tsʰa*1/¹	1	897	897	tsʰ a *1/¹
701	72_sun	sun	Baisha	Baisha Hlai	tsha1 // vaŋ1	vaŋ1	v a ŋ *1/¹	hlai1239	1343	18.65	108.72		3 7 4 8	AXLT	BAN6	1	1.B.C 1.A.V 1.N.c 1.6.T	1.6 3.0 1.1 1.0	vaŋ*1/¹	0	898	898	- v a ŋ *1/¹
702	72_sun	sun	Yuanmen	Yuanmen Hlai	van4	van4	v a n *4/⁴	hlai1239	1343	19.11	109.54		3 7 4 8	AXLT	BAN6	9	9.B.C 9.A.V 9.N.c 9.6.T	1.6 3.0 1.1 1.0	van*4/⁴	0	898	898	- v a n *4/⁴
703	72_sun	sun	Heitu	Heitu Hlai	tsha1 // ven1	tsha1	tsʰ a *1/¹	hlai1239	1343	19.51	108.94		2 7 8	AXT	CA6	5	5.C.C 5.A.V 5.6.T	1.6 3.0 1.0	tsʰa*1/¹	1	897	897	tsʰ a *1/¹
704	72_sun	sun	Heitu	Heitu Hlai	tsha1 // ven1	ven1	v e n *1/¹	hlai1239	1343	19.51	108.94		3 7 4 8	AXLT	BEN6	5	5.B.C 5.E.V 5.N.c 5.6.T	1.6 3.0 1.1 1.0	ven*1/¹	0	898	901	- v e n *1/¹
705	72_sun	sun	Baoding	Baoding Hlai	tsha1 hwan1	tsha1_hwan1	tsʰ a *1/¹ + h w a n *1/¹	hlai1239	1343	18.77	110.45		2 7 8 9 3 6 7 4 8	AXT_ACXLT	CA6_HWAN6	3	3.C.C 3.A.V 3.6.T 3._._ 3.H.C 3.W.C 3.A.V 3.N.c 3.6.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.1 1.0	tsʰa*1/¹+hwan*1/¹	0	897 898	897 899	tsʰ a *1/¹ + h w a n *1/¹
706	72_sun	sun	Zhongsha	Zhongsha Hlai	tsha2 // van1	tsha2	tsʰ a *2/²	hlai1239	1343	15.83	114.33		2 7 8	AXT	CA6	10	10.C.C 10.A.V 10.6.T	1.6 3.0 1.0	tsʰa*2/²	0	897	897	tsʰ a *2/²
707	72_sun	sun	Zhongsha	Zhongsha Hlai	tsha2 // van1	van1	v a n *1/¹	hlai1239	1343	15.83	114.33		3 7 4 8	AXLT	BAN6	10	10.B.C 10.A.V 10.N.c 10.6.T	1.6 3.0 1.1 1.0	van*1/¹	0	898	898	- v a n *1/¹
708	72_sun	sun	Tongzha	Tongzha Hlai	tsha1 // van4	tsha1	tsʰ a *1/¹	hlai1239	1343	18.88	109.67		2 7 8	AXT	CA6	7	7.C.C 7.A.V 7.6.T	1.6 3.0 1.0	tsʰa*1/¹	1	897	897	tsʰ a *1/¹
709	72_sun	sun	Tongzha	Tongzha Hlai	tsha1 // van4	van4	v a n *4/⁴	hlai1239	1343	18.88	109.67		3 7 4 8	AXLT	BAN6	7	7.B.C 7.A.V 7.N.c 7.6.T	1.6 3.0 1.1 1.0	van*4/⁴	1	898	898	- v a n *4/⁴
710	72_sun	sun	Qiandui	Quiandui Hlai	tsha1 // van4	tsha1	tsʰ a *1/¹	hlai1239	1343	18.91	110.04		2 7 8	AXT	CA6	6	6.C.C 6.A.V 6.6.T	1.6 3.0 1.0	tsʰa*1/¹	1	897	897	tsʰ a *1/¹
711	72_sun	sun	Qiandui	Quiandui Hlai	tsha1 // van4	van4	v a n *4/⁴	hlai1239	1343	18.91	110.04		3 7 4 8	AXLT	BAN6	6	6.B.C 6.A.V 6.N.c 6.6.T	1.6 3.0 1.1 1.0	van*4/⁴	1	898	898	- v a n *4/⁴
712	72_sun	sun	Baocheng	Baocheng Hlai	tsha1 van1	tsha1_van1	tsʰ a *1/¹ + v a n *1/¹	hlai1239	1343	18.64	109.70		2 7 8 9 3 7 4 8	AXT_AXLT	CA6_BAN6	2	2.C.C 2.A.V 2.6.T 2._._ 2.B.C 2.A.V 2.N.c 2.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	tsʰa*1/¹+van*1/¹	0	897 898	897 898	tsʰ a *1/¹ + - v a n *1/¹
713	72_sun	sun	Gelong	Gelong	zi1 // hon4	zi1	z i *1/¹		1343	19.10	108.65		3 7 8	AXT	SI6	4	4.S.C 4.I.V 4.6.T	1.6 3.0 1.0	zi*1/¹	0	897	900	z i *1/¹
714	72_sun	sun	Gelong	Gelong	zi1 // hon4	hon4	h o n *4/⁴		1343	19.10	108.65		3 7 4 8	AXLT	HUN6	4	4.H.C 4.U.V 4.N.c 4.6.T	1.6 3.0 1.1 1.0	hon*4/⁴	0	898	899	h - o n *4/⁴
616	63_swim	swim	Xifang	Xifang Hlai	plei1	plei1	p l ei *1/¹	hlai1239	1439	19.30	109.24		1 5 7 8	ACXT	PLE6	8	8.P.C 8.L.C 8.E.V 8.6.T	1.6 1.2 3.0 1.0	plei*1/¹	0	917	917	p l ei *1/¹
617	63_swim	swim	Baisha	Baisha Hlai	plei1	plei1	p l ei *1/¹	hlai1239	1439	18.65	108.72		1 5 7 8	ACXT	PLE6	1	1.P.C 1.L.C 1.E.V 1.6.T	1.6 1.2 3.0 1.0	plei*1/¹	0	917	917	p l ei *1/¹
618	63_swim	swim	Yuanmen	Yuanmen Hlai	plei1	plei1	p l ei *1/¹	hlai1239	1439	19.11	109.54		1 5 7 8	ACXT	PLE6	9	9.P.C 9.L.C 9.E.V 9.6.T	1.6 1.2 3.0 1.0	plei*1/¹	0	917	917	p l ei *1/¹
619	63_swim	swim	Heitu	Heitu Hlai	lei1	lei1	l ei *1/¹	hlai1239	1439	19.51	108.94		5 7 8	AXT	LE6	5	5.L.C 5.E.V 5.6.T	1.6 3.0 1.0	lei*1/¹	0	917	918	- l ei *1/¹
620	63_swim	swim	Baoding	Baoding Hlai	plei1	plei1	p l ei *1/¹	hlai1239	1439	18.77	110.45		1 5 7 8	ACXT	PLE6	3	3.P.C 3.L.C 3.E.V 3.6.T	1.6 1.2 3.0 1.0	plei*1/¹	0	917	917	p l ei *1/¹
621	63_swim	swim	Zhongsha	Zhongsha Hlai	lei1	lei1	l ei *1/¹	hlai1239	1439	15.83	114.33		5 7 8	AXT	LE6	10	10.L.C 10.E.V 10.6.T	1.6 3.0 1.0	lei*1/¹	0	917	918	- l ei *1/¹
622	63_swim	swim	Tongzha	Tongzha Hlai	plei1	plei1	p l ei *1/¹	hlai1239	1439	18.88	109.67		1 5 7 8	ACXT	PLE6	7	7.P.C 7.L.C 7.E.V 7.6.T	1.6 1.2 3.0 1.0	plei*1/¹	0	917	917	p l ei *1/¹
623	63_swim	swim	Qiandui	Quiandui Hlai	pei1	pei1	p ei *1/¹	hlai1239	1439	18.91	110.04		1 7 8	AXT	PE6	6	6.P.C 6.E.V 6.6.T	1.6 3.0 1.0	pei*1/¹	0	917	917	p - ei *1/¹
624	63_swim	swim	Baocheng	Baocheng Hlai	pei1	pei1	p ei *1/¹	hlai1239	1439	18.64	109.70		1 7 8	AXT	PE6	2	2.P.C 2.E.V 2.6.T	1.6 3.0 1.0	pei*1/¹	0	917	917	p - ei *1/¹
625	63_swim	swim	Gelong	Gelong	lɔi4	lɔi4	l ɔi *4/⁴		1439	19.10	108.65		5 7 8	AXT	LU6	4	4.L.C 4.U.V 4.6.T	1.6 3.0 1.0	lɔi*4/⁴	0	917	918	- l ɔi *4/⁴
335	35_tail	tail	Xifang	Xifang Hlai	tshot7	tshot7	tsʰ o t *7/⁵²	hlai1239	1220	19.30	109.24		2 7 1 8	AXLT	CUT3	8	8.C.C 8.U.V 8.T.c 8.3.T	1.6 3.0 1.1 1.0	tsʰot*7/⁵²	0	928	928	tsʰ o t *7/⁵²
336	35_tail	tail	Baisha	Baisha Hlai	tshot8	tshot8	tsʰ o t *8/⁵³	hlai1239	1220	18.65	108.72		2 7 1 8	AXLT	CUT3	1	1.C.C 1.U.V 1.T.c 1.3.T	1.6 3.0 1.1 1.0	tsʰot*8/⁵³	0	928	928	tsʰ o t *8/⁵³
337	35_tail	tail	Yuanmen	Yuanmen Hlai	tshət7	tshət7	tsʰ ə t *7/⁵²	hlai1239	1220	19.11	109.54		2 7 1 8	AXLT	CET3	9	9.C.C 9.E.V 9.T.c 9.3.T	1.6 3.0 1.1 1.0	tsʰət*7/⁵²	0	928	928	tsʰ ə t *7/⁵²
338	35_tail	tail	Heitu	Heitu Hlai	tshut7	tshut7	tsʰ u t *7/⁵²	hlai1239	1220	19.51	108.94		2 7 1 8	AXLT	CYT3	5	5.C.C 5.Y.V 5.T.c 5.3.T	1.6 3.0 1.1 1.0	tsʰut*7/⁵²	0	928	928	tsʰ u t *7/⁵²
339	35_tail	tail	Baoding	Baoding Hlai	tshuȶ7	tshuȶ7	tsʰ u ȶ *7/⁵²	hlai1239	1220	18.77	110.45		2 7 1 8	AXLT	CYT3	3	3.C.C 3.Y.V 3.T.c 3.3.T	1.6 3.0 1.1 1.0	tsʰuȶ*7/⁵²	0	928	928	tsʰ u ȶ *7/⁵²
340	35_tail	tail	Zhongsha	Zhongsha Hlai	tshut7	tshut7	tsʰ u t *7/⁵²	hlai1239	1220	15.83	114.33		2 7 1 8	AXLT	CYT3	10	10.C.C 10.Y.V 10.T.c 10.3.T	1.6 3.0 1.1 1.0	tsʰut*7/⁵²	0	928	928	tsʰ u t *7/⁵²
341	35_tail	tail	Tongzha	Tongzha Hlai	tshut7	tshut7	tsʰ u t *7/⁵²	hlai1239	1220	18.88	109.67		2 7 1 8	AXLT	CYT3	7	7.C.C 7.Y.V 7.T.c 7.3.T	1.6 3.0 1.1 1.0	tsʰut*7/⁵²	0	928	928	tsʰ u t *7/⁵²
342	35_tail	tail	Qiandui	Quiandui Hlai	tshut7	tshut7	tsʰ u t *7/⁵²	hlai1239	1220	18.91	110.04		2 7 1 8	AXLT	CYT3	6	6.C.C 6.Y.V 6.T.c 6.3.T	1.6 3.0 1.1 1.0	tsʰut*7/⁵²	0	928	928	tsʰ u t *7/⁵²
343	35_tail	tail	Baocheng	Baocheng Hlai	tshut7	tshut7	tsʰ u t *7/⁵²	hlai1239	1220	18.64	109.70		2 7 1 8	AXLT	CYT3	2	2.C.C 2.Y.V 2.T.c 2.3.T	1.6 3.0 1.1 1.0	tsʰut*7/⁵²	0	928	928	tsʰ u t *7/⁵²
344	35_tail	tail	Gelong	Gelong	tshət2	tshət2	tsʰ ə t *2/²		1220	19.10	108.65		2 7 1 8	AXLT	CET6	4	4.C.C 4.E.V 4.T.c 4.6.T	1.6 3.0 1.1 1.0	tsʰət*2/²	0	928	928	tsʰ ə t *2/²
43	5_that	that	Xifang	Xifang Hlai	ma2	ma2	m a *2/²	hlai1239	78	19.30	109.24		4 7 8	AXT	MA6	8	8.M.C 8.A.V 8.6.T	1.6 3.0 1.0	ma*2/²	0	940	940	m a *2/²
44	5_that	that	Baisha	Baisha Hlai	na3	na3	n a *3/³	hlai1239	78	18.65	108.72		4 7 8	AXT	NA6	1	1.N.C 1.A.V 1.6.T	1.6 3.0 1.0	na*3/³	0	939	939	n a *3/³
45	5_that	that	Yuanmen	Yuanmen Hlai	no5	no5	n o *5/⁵	hlai1239	78	19.11	109.54		4 7 8	AXT	NU6	9	9.N.C 9.U.V 9.6.T	1.6 3.0 1.0	no*5/⁵	0	939	939	n o *5/⁵
46	5_that	that	Heitu	Heitu Hlai	ma2	ma2	m a *2/²	hlai1239	78	19.51	108.94		4 7 8	AXT	MA6	5	5.M.C 5.A.V 5.6.T	1.6 3.0 1.0	ma*2/²	0	940	940	m a *2/²
47	5_that	that	Baoding	Baoding Hlai	ma2	ma2	m a *2/²	hlai1239	78	18.77	110.45		4 7 8	AXT	MA6	3	3.M.C 3.A.V 3.6.T	1.6 3.0 1.0	ma*2/²	0	940	940	m a *2/²
48	5_that	that	Zhongsha	Zhongsha Hlai	na2	na2	n a *2/²	hlai1239	78	15.83	114.33		4 7 8	AXT	NA6	10	10.N.C 10.A.V 10.6.T	1.6 3.0 1.0	na*2/²	0	939	939	n a *2/²
49	5_that	that	Tongzha	Tongzha Hlai	ma5	ma5	m a *5/⁵	hlai1239	78	18.88	109.67		4 7 8	AXT	MA6	7	7.M.C 7.A.V 7.6.T	1.6 3.0 1.0	ma*5/⁵	0	940	940	m a *5/⁵
50	5_that	that	Qiandui	Quiandui Hlai	mɔ2	mɔ2	m ɔ *2/²	hlai1239	78	18.91	110.04		4 7 8	AXT	MU6	6	6.M.C 6.U.V 6.6.T	1.6 3.0 1.0	mɔ*2/²	0	940	940	m ɔ *2/²
51	5_that	that	Baocheng	Baocheng Hlai	ma5	ma5	m a *5/⁵	hlai1239	78	18.64	109.70		4 7 8	AXT	MA6	2	2.M.C 2.A.V 2.6.T	1.6 3.0 1.0	ma*5/⁵	0	940	940	m a *5/⁵
52	5_that	that	Gelong	Gelong	hɔ5	hɔ5	h ɔ *5/⁵		78	19.10	108.65		3 7 8	AXT	HU6	4	4.H.C 4.U.V 4.6.T	1.6 3.0 1.0	hɔ*5/⁵	0	941	941	h ɔ *5/⁵
32	4_this	this	Xifang	Xifang Hlai	nei2	nei2	n ei *2/²	hlai1239	1214	19.30	109.24		4 7 8	AXT	NE6	8	8.N.C 8.E.V 8.6.T	1.6 3.0 1.0	nei*2/²	0	950	950	n ei - *2/²
33	4_this	this	Baisha	Baisha Hlai	ne2 // nen3	ne2	n e *2/²	hlai1239	1214	18.65	108.72		4 7 8	AXT	NE6	1	1.N.C 1.E.V 1.6.T	1.6 3.0 1.0	ne*2/²	0	950	950	n e - *2/²
34	4_this	this	Baisha	Baisha Hlai	ne2 // nen3	nen3	n e n *3/³	hlai1239	1214	18.65	108.72		4 7 4 8	AXLT	NEN6	1	1.N.C 1.E.V 1.N.c 1.6.T	1.6 3.0 1.1 1.0	nen*3/³	0	950	950	n e n *3/³
35	4_this	this	Yuanmen	Yuanmen Hlai	ni5	ni5	n i *5/⁵	hlai1239	1214	19.11	109.54		4 7 8	AXT	NI6	9	9.N.C 9.I.V 9.6.T	1.6 3.0 1.0	ni*5/⁵	0	950	950	n i - *5/⁵
36	4_this	this	Heitu	Heitu Hlai	nei2	nei2	n ei *2/²	hlai1239	1214	19.51	108.94		4 7 8	AXT	NE6	5	5.N.C 5.E.V 5.6.T	1.6 3.0 1.0	nei*2/²	0	950	950	n ei - *2/²
37	4_this	this	Baoding	Baoding Hlai	nei2	nei2	n ei *2/²	hlai1239	1214	18.77	110.45		4 7 8	AXT	NE6	3	3.N.C 3.E.V 3.6.T	1.6 3.0 1.0	nei*2/²	0	950	950	n ei - *2/²
38	4_this	this	Zhongsha	Zhongsha Hlai	nei2	nei2	n ei *2/²	hlai1239	1214	15.83	114.33		4 7 8	AXT	NE6	10	10.N.C 10.E.V 10.6.T	1.6 3.0 1.0	nei*2/²	0	950	950	n ei - *2/²
39	4_this	this	Tongzha	Tongzha Hlai	ni5	ni5	n i *5/⁵	hlai1239	1214	18.88	109.67		4 7 8	AXT	NI6	7	7.N.C 7.I.V 7.6.T	1.6 3.0 1.0	ni*5/⁵	0	950	950	n i - *5/⁵
40	4_this	this	Qiandui	Quiandui Hlai	nei2	nei2	n ei *2/²	hlai1239	1214	18.91	110.04		4 7 8	AXT	NE6	6	6.N.C 6.E.V 6.6.T	1.6 3.0 1.0	nei*2/²	0	950	950	n ei - *2/²
41	4_this	this	Baocheng	Baocheng Hlai	nei5	nei5	n ei *5/⁵	hlai1239	1214	18.64	109.70		4 7 8	AXT	NE6	2	2.N.C 2.E.V 2.6.T	1.6 3.0 1.0	nei*5/⁵	0	950	950	n ei - *5/⁵
42	4_this	this	Gelong	Gelong	nɛi3	nɛi3	n ɛi *3/³		1214	19.10	108.65		4 7 8	AXT	NE6	4	4.N.C 4.E.V 4.6.T	1.6 3.0 1.0	nɛi*3/³	0	950	950	n ɛi - *3/³
428	44_tongue	tongue	Xifang	Xifang Hlai	ɬiŋ3	ɬiŋ3	ɬ i ŋ *3/³	hlai1239	1205	19.30	109.24		5 7 4 8	AXLT	LIN6	8	8.L.C 8.I.V 8.N.c 8.6.T	1.6 3.0 1.1 1.0	ɬiŋ*3/³	0	962	962	ɬ i ŋ *3/³
429	44_tongue	tongue	Baisha	Baisha Hlai	ɬiŋ3	ɬiŋ3	ɬ i ŋ *3/³	hlai1239	1205	18.65	108.72		5 7 4 8	AXLT	LIN6	1	1.L.C 1.I.V 1.N.c 1.6.T	1.6 3.0 1.1 1.0	ɬiŋ*3/³	0	962	962	ɬ i ŋ *3/³
